"Sl_No","Transmission_Type","Ownership","Fuel_Used","km_driven","Ex_Showroom_Price","On_road_Price","selling_price","Place_of_Origin","Complete_Info","Age","MRP"
"1872",""" Manual""","""2nd Owner""",""" Diesel""","96675","","1270000.0","748799",""" Gurgaon""",""" 2017 Maruti S Cross ALPHA SHVS Manual""","5","1270000"
"1873",""" Manual""","""1st Owner""",""" Diesel""","83563","","784000.0","503599",""" Gurgaon""",""" 2015 Maruti S Cross SIGMA 1.3 Manual""","7","784000"
"1874",""" Manual""","""1st Owner""",""" Diesel""","73782","","929000.0","506599",""" Gurgaon""",""" 2015 Ford Ecosport 1.5TITANIUM TDCI Manual""","7","929000"
"1875",""" Manual""","""1st Owner""",""" Diesel""","88060","","791000.0","661799",""" Gurgaon""",""" 2017 Maruti Vitara Brezza VDI OPT Manual""","5","791000"
"1876",""" Manual""","""2nd Owner""",""" Diesel""","70468","","784000.0","506299",""" Gurgaon""",""" 2015 Maruti S Cross SIGMA 1.3 Manual""","7","784000"
"1877",""" Manual""","""1st Owner""",""" Diesel""","45784","","490000.0","373699",""" Gurgaon""",""" 2014 Maruti Swift VDI Manual""","8","490000"
"1878",""" Manual""","""1st Owner""",""" Diesel""","69784","","490000.0","350799",""" Gurgaon""",""" 2014 Maruti Swift VDI Manual""","8","490000"
"1879",""" Manual""","""1st Owner""",""" Diesel""","66066","","791000.0","661999",""" Gurgaon""",""" 2017 Maruti Vitara Brezza VDI OPT Manual""","5","791000"
"1880",""" Manual""","""1st Owner""",""" Diesel""","70807","","490000.0","371345",""" Gurgaon""",""" 2013 Maruti Swift ZDI Manual""","9","490000"
"1881",""" Manual""","""1st Owner""",""" Diesel""","76338","","490000.0","342599",""" Gurgaon""",""" 2014 Maruti Swift VDI Manual""","8","490000"
"1882",""" Manual""","""2nd Owner""",""" Diesel""","119551","1397000","","671999",""" Gurgaon""",""" 2014 Toyota Innova 2.5 GX 8 STR BS IV Manual""","8","1676400"
"1883",""" Manual""","""1st Owner""",""" Diesel""","35977","","490000.0","366999",""" Gurgaon""",""" 2014 Maruti Swift VDI ABS Manual""","8","490000"
"1884",""" Manual""","""1st Owner""",""" Diesel""","104680","","548000.0","409199",""" Gurgaon""",""" 2015 Maruti Swift VDI ABS Manual""","7","548000"
"1885",""" Manual""","""1st Owner""",""" Diesel""","76942","","490000.0","339699",""" Gurgaon""",""" 2013 Maruti Swift VDI Manual""","9","490000"
"1886",""" Manual""","""2nd Owner""",""" Diesel""","82438","","490000.0","330599",""" Gurgaon""",""" 2014 Maruti Swift VDI Manual""","8","490000"
"1887",""" Manual""","""1st Owner""",""" Diesel""","71940","","490000.0","351899",""" Gurgaon""",""" 2014 Maruti Swift VDI Manual""","8","490000"
"1888",""" Manual""","""1st Owner""",""" Diesel""","77659","","490000.0","365499",""" Gurgaon""",""" 2013 Maruti Swift ZDI Manual""","9","490000"
"1889",""" Manual""","""2nd Owner""",""" Diesel""","83615","","490000.0","366399",""" Gurgaon""",""" 2013 Maruti Swift ZDI Manual""","9","490000"
"1890",""" Manual""","""1st Owner""",""" Diesel""","81987","","871000.0","674599",""" Gurgaon""",""" 2017 Maruti Vitara Brezza ZDI Manual""","5","871000"
"1891",""" Manual""","""2nd Owner""",""" Diesel""","85734","","929000.0","460399",""" Gurgaon""",""" 2015 Ford Ecosport 1.5TITANIUM TDCI Manual""","7","929000"
"1892",""" Manual""","""1st Owner""",""" Diesel""","92143","","698000.0","393499",""" Gurgaon""",""" 2014 Maruti Swift ZDI Manual""","8","698000"
"1893",""" Manual""","""2nd Owner""",""" Diesel""","61862","","548000.0","405799",""" Gurgaon""",""" 2015 Maruti Swift VDI ABS Manual""","7","548000"
"1894",""" Manual""","""1st Owner""",""" Diesel""","15957","","810000.0","771399",""" Gurgaon""",""" 2018 Maruti Vitara Brezza VDI Manual""","4","810000"
"1895",""" Manual""","""1st Owner""",""" Diesel""","84262","","1805000.0","947799",""" Gurgaon""",""" 2014 Toyota Innova 2.5 VX 8 STR BS IV Manual""","8","1805000"
"1896",""" Manual""","""1st Owner""",""" Diesel""","136746","","1805000.0","965999",""" Gurgaon""",""" 2014 Toyota Innova 2.5 VX 8 STR BS IV Manual""","8","1805000"
"1897",""" Manual""","""1st Owner""",""" Diesel""","64844","","490000.0","330599",""" Gurgaon""",""" 2013 Maruti Swift VDI Manual""","9","490000"
"1898",""" Manual""","""1st Owner""",""" Diesel""","22037","","871000.0","739799",""" Gurgaon""",""" 2017 Maruti Vitara Brezza ZDI Manual""","5","871000"
"1899",""" Manual""","""1st Owner""",""" Diesel""","33489","","490000.0","380399",""" Gurgaon""",""" 2014 Maruti Swift VDI Manual""","8","490000"
"1900",""" Manual""","""1st Owner""",""" Diesel""","73330","","698000.0","408499",""" Gurgaon""",""" 2014 Maruti Swift ZDI Manual""","8","698000"
"1901",""" Manual""","""2nd Owner""",""" Diesel""","50969","799000","799000.0","448399",""" Gurgaon""",""" 2014 Ford Ecosport 1.5TITANIUM TDCI Manual""","8","799000"
"1902",""" Automatic""","""1st Owner""",""" Diesel""","86344","","700000.0","599799",""" Gurgaon""",""" 2017 Maruti Dzire VDI AMT Automatic""","5","700000"
"1903",""" Manual""","""1st Owner""",""" Diesel""","70007","","1805000.0","989999",""" Gurgaon""",""" 2014 Toyota Innova 2.5 VX 8 STR BS IV Manual""","8","1805000"
"1904",""" Manual""","""1st Owner""",""" Petrol""","8513","","350000.0","381899",""" Gurgaon""",""" 2020 Maruti Alto LXI Manual""","2","350000"
"1905",""" Manual""","""1st Owner""",""" Diesel""","95302","","750000.0","378899",""" Gurgaon""",""" 2015 Ford Figo Aspire 1.5 AMBIENTE DIESEL Manual""","7","750000"
"1906",""" Manual""","""1st Owner""",""" Petrol""","15578","380000","","272299",""" Gurgaon""",""" 2016 Renault Kwid RXT Manual""","6","456000"
"1907",""" Manual""","""1st Owner""",""" Diesel""","71745","","2320000.0","1270999",""" Gurgaon""",""" 2018 Jeep Compass 2.0 LONGITUDE Manual""","4","2320000"
"1908",""" Manual""","""1st Owner""",""" Petrol""","12969","","559000.0","600999",""" Gurgaon""",""" 2020 Maruti Baleno SIGMA 1.2 K12 Manual""","2","559000"
"1909",""" Manual""","""2nd Owner""",""" Petrol""","12471","","559000.0","555099",""" Gurgaon""",""" 2020 Maruti Baleno SIGMA 1.2 K12 Manual""","2","559000"
"1910",""" Manual""","""1st Owner""",""" Diesel""","55376","","2431000.0","1318099",""" Gurgaon""",""" 2018 Jeep Compass 2.0 LIMITED Manual""","4","2431000"
"1911",""" Automatic""","""1st Owner""",""" Petrol""","36806","","4210000.0","2133299",""" Gurgaon""",""" 2014 Mercedes Benz C Class C 200 AVANTGARDE Automatic""","8","4210000"
"1912",""" Manual""","""1st Owner""",""" Petrol""","34566","899000","","414399",""" Gurgaon""",""" 2010 Honda City S MT PETROL Manual""","12","1078800"
"1913",""" Manual""","""2nd Owner""",""" Petrol""","22505","358000","","322499",""" Gurgaon""",""" 2018 Renault Kwid RXL Manual""","4","429600"
"1914",""" Manual""","""2nd Owner""",""" Petrol""","22149","692000","","406499",""" Gurgaon""",""" 2014 Volkswagen Polo TRENDLINE 1.2L PETROL Manual""","8","830400"
"1915",""" Manual""","""1st Owner""",""" Petrol""","80631","1173000","","981699",""" Gurgaon""",""" 2019 Hyundai Verna 1.6 SX VTVT (O) Manual""","3","1407600"
"1916",""" Manual""","""1st Owner""",""" Petrol""","17565","593000","","572399",""" Gurgaon""",""" 2019 Honda Amaze 1.2 EMT I VTEC Manual""","3","711600"
"1917",""" Manual""","""2nd Owner""",""" Petrol""","12981","1159000","","1155299",""" Gurgaon""",""" 2020 KIA SELTOS HTK PLUS 1.5 PETROL Manual""","2","1390800"
"1918",""" Manual""","""1st Owner""",""" Petrol""","23277","","415000.0","221199",""" Gurgaon""",""" 2011 Maruti Alto K10 VXI Manual""","11","415000"
"1919",""" Manual""","""1st Owner""",""" Petrol""","44319","","445000.0","204199",""" Gurgaon""",""" 2009 Hyundai i10 ERA 1.1 IRDE Manual""","13","445000"
"1920",""" Manual""","""1st Owner""",""" Petrol""","35669","","559000.0","558599",""" Gurgaon""",""" 2020 Maruti Baleno SIGMA 1.2 K12 Manual""","2","559000"
"1921",""" Automatic""","""1st Owner""",""" Petrol""","8868","1776000","","1683899",""" Gurgaon""",""" 2020 MG HECTOR SHARP DCT PETROL Automatic""","2","2131200"
"1922",""" Automatic""","""1st Owner""",""" Petrol""","5233","","543000.0","534699",""" Gurgaon""",""" 2021 Renault Kwid 1.0 RXT Opt AT Automatic""","1","543000"
"1923",""" Automatic""","""1st Owner""",""" Petrol""","32309","1173000","","926599",""" Gurgaon""",""" 2018 Honda City V AT Automatic""","4","1407600"
"1924",""" Manual""","""1st Owner""",""" Petrol + CNG""","59222","538000","","359699",""" Gurgaon""",""" 2013 Hyundai i20 MAGNA O 1.2 Manual""","9","645600"
"1925",""" Manual""","""3rd Owner""",""" Petrol""","27693","600000","","545699",""" Gurgaon""",""" 2018 Hyundai Elite i20 Magna Executive 1.2 Manual""","4","720000"
"1926",""" Manual""","""2nd Owner""",""" Petrol""","35084","383000","","353599",""" Gurgaon""",""" 2019 Renault Kwid RXL Manual""","3","459600"
"1927",""" Manual""","""1st Owner""",""" Diesel""","29974","560000","","306299",""" Gurgaon""",""" 2013 Hyundai i20 ERA 1.4 CRDI Manual""","9","672000"
"1928",""" Manual""","""1st Owner""",""" Petrol""","35674","448000","","355499",""" Gurgaon""",""" 2020 Renault Kwid RXL Manual""","2","537600"
"1929",""" Manual""","""1st Owner""",""" Petrol""","37580","","415000.0","237899",""" Gurgaon""",""" 2011 Maruti Alto K10 VXI Manual""","11","415000"
"1930",""" Automatic""","""1st Owner""",""" Petrol""","14580","402000","","389999",""" Gurgaon""",""" 2017 Renault Kwid RXT 1.0 EASY-R AT OPTION Automatic""","5","482400"
"1931",""" Manual""","""2nd Owner""",""" Petrol""","20830","358000","","318799",""" Gurgaon""",""" 2018 Renault Kwid RXL Manual""","4","429600"
"1932",""" Automatic""","""2nd Owner""",""" Diesel""","42881","","4912000.0","1455599",""" Gurgaon""",""" 2013 Mercedes Benz E Class E 250 CDI AVANTGARDE Automatic""","9","4912000"
"1933",""" Manual""","""1st Owner""",""" Diesel""","2213","","1367000.0","1213499",""" Gurgaon""",""" 2021 Hyundai VENUE 1.5 SX CRDI MT Manual""","1","1367000"
"1934",""" Manual""","""1st Owner""",""" Diesel""","56117","","440000.0","230399",""" Gurgaon""",""" 2013 Maruti Ritz VDI Manual""","9","440000"
"1935",""" Manual""","""1st Owner""",""" Petrol""","2775","1700000","","1819949",""" Gurgaon""",""" 2021 MG HECTOR PLUS SHARP HYBRID PETROL Manual""","1","2040000"
"1936",""" Manual""","""1st Owner""",""" Petrol""","12225","","561000.0","488499",""" Gurgaon""",""" 2018 Maruti Celerio VXI Manual""","4","561000"
"1937",""" Manual""","""1st Owner""",""" Petrol""","93769","735000","","399199",""" Gurgaon""",""" 2015 Volkswagen Polo COMFORTLINE 1.2L PETROL Manual""","7","882000"
"1938",""" Manual""","""1st Owner""",""" Petrol""","58630","","411000.0","343599",""" Gurgaon""",""" 2015 Maruti Wagon R 1.0 LXI Manual""","7","411000"
"1939",""" Manual""","""1st Owner""",""" Petrol""","15478","370000","","391599",""" Gurgaon""",""" 2018 Renault Kwid RXT Manual""","4","444000"
"1940",""" Automatic""","""1st Owner""",""" Petrol""","84696","","1474000.0","991499",""" Gurgaon""",""" 2017 Hyundai Creta 1.6 SX PLUS AUTO PETROL Automatic""","5","1474000"
"1941",""" Manual""","""2nd Owner""",""" Petrol""","41044","","507000.0","344599",""" Gurgaon""",""" 2014 Hyundai i10 MAGNA 1.1 IRDE2 Manual""","8","507000"
"1942",""" Manual""","""2nd Owner""",""" Petrol""","16641","383000","","361499",""" Gurgaon""",""" 2019 Renault Kwid RXL Manual""","3","459600"
"1943",""" Manual""","""1st Owner""",""" Petrol""","19738","358000","","354799",""" Gurgaon""",""" 2018 Renault Kwid RXL Manual""","4","429600"
"1944",""" Manual""","""2nd Owner""",""" Diesel""","79779","1247000","","693499",""" Gurgaon""",""" 2016 Mahindra XUV500 W4 Manual""","6","1496400"
"1945",""" Manual""","""1st Owner""",""" Petrol""","60774","","556000.0","298999",""" Gurgaon""",""" 2010 Hyundai i20 MAGNA O 1.2 Manual""","12","556000"
"1946",""" Manual""","""1st Owner""",""" Petrol""","29049","","491000.0","280499",""" Gurgaon""",""" 2012 Hyundai i10 MAGNA 1.2 KAPPA2 Manual""","10","491000"
"1947",""" Manual""","""1st Owner""",""" Diesel""","37503","1589000","","1408299",""" Gurgaon""",""" 2019 Mahindra XUV500 W9 Manual""","3","1906800"
"1948",""" Manual""","""1st Owner""",""" Petrol""","54723","","385000.0","266099",""" Gurgaon""",""" 2011 Maruti Wagon R 1.0 VXI Manual""","11","385000"
"1949",""" Manual""","""2nd Owner""",""" Petrol""","24693","","595000.0","558999",""" Gurgaon""",""" 2019 Maruti Baleno SIGMA 1.2 K12 Manual""","3","595000"
"1950",""" Manual""","""1st Owner""",""" Diesel""","71000","1211000","","976499",""" Gurgaon""",""" 2019 Hyundai Creta 1.4 S CRDI Manual""","3","1453200"
"1951",""" Manual""","""2nd Owner""",""" Petrol""","23733","679000","","601299",""" Gurgaon""",""" 2018 Honda Jazz 1.2 SV MT Manual""","4","814800"
"1952",""" Manual""","""1st Owner""",""" Petrol""","85698","","595000.0","438999",""" Gurgaon""",""" 2016 Maruti Baleno SIGMA 1.2 K12 Manual""","6","595000"
"1953",""" Automatic""","""1st Owner""",""" Petrol""","17205","740000","","720399",""" Gurgaon""",""" 2018 Honda Amaze 1.2 SAT I VTEC Automatic""","4","888000"
"1954",""" Manual""","""1st Owner""",""" Petrol""","65882","","459000.0","201199",""" Gurgaon""",""" 2009 Hyundai i10 MAGNA 1.2 Manual""","13","459000"
"1955",""" Manual""","""1st Owner""",""" Petrol""","92206","450000","","287899",""" Gurgaon""",""" 2015 Hyundai i10 MAGNA 1.1 IRDE2 Manual""","7","540000"
"1956",""" Manual""","""1st Owner""",""" Petrol""","49055","490000","","354699",""" Gurgaon""",""" 2013 Maruti Swift LXI Manual""","9","588000"
"1957",""" Manual""","""1st Owner""",""" Petrol""","13357","","758000.0","773299",""" Gurgaon""",""" 2020 Maruti Swift ZXI+ Manual""","2","758000"
"1958",""" Manual""","""1st Owner""",""" Petrol""","30741","","650000.0","474799",""" Gurgaon""",""" 2018 Hyundai Grand i10 MAGNA 1.2 VTVT Manual""","4","650000"
"1959",""" Manual""","""2nd Owner""",""" Petrol + CNG""","127978","1161000","","810599",""" Gurgaon""",""" 2017 Toyota Corolla Altis J S Manual""","5","1393200"
"1960",""" Manual""","""1st Owner""",""" Diesel""","38173","560000","","312099",""" Gurgaon""",""" 2013 Hyundai i20 ERA 1.4 CRDI Manual""","9","672000"
"1961",""" Manual""","""1st Owner""",""" Diesel""","130194","","620000.0","283099",""" Gurgaon""",""" 2012 Maruti Swift VDI Manual""","10","620000"
"1962",""" Manual""","""1st Owner""",""" Petrol""","32153","389000","","353499",""" Gurgaon""",""" 2017 Renault Kwid RXT Manual""","5","466800"
"1963",""" Automatic""","""1st Owner""",""" Diesel""","29991","","3287000.0","1171099",""" Gurgaon""",""" 2013 Audi A4 2.0 TDI S LINE Automatic""","9","3287000"
"1964",""" Manual""","""2nd Owner""",""" Petrol""","33484","","576000.0","417299",""" Gurgaon""",""" 2014 Maruti Swift Dzire VXI 1.2 BS IV Manual""","8","576000"
"1965",""" Manual""","""1st Owner""",""" Petrol""","24964","389000","","366199",""" Gurgaon""",""" 2017 Renault Kwid RXT Manual""","5","466800"
"1966",""" Manual""","""2nd Owner""",""" Petrol""","31729","747000","","312699",""" Gurgaon""",""" 2012 Toyota Etios Liva G SP Manual""","10","896400"
"1967",""" Automatic""","""1st Owner""",""" Petrol""","68344","","1106000.0","620799",""" Gurgaon""",""" 2015 Ford Ecosport 1.5 TITANIUM TI VCT AT Automatic""","7","1106000"
"1968",""" Manual""","""1st Owner""",""" Petrol""","62798","","385000.0","333199",""" Gurgaon""",""" 2014 Maruti Wagon R 1.0 LXI Manual""","8","385000"
"1969",""" Manual""","""1st Owner""",""" Petrol""","41971","","362000.0","260799",""" Gurgaon""",""" 2010 Maruti Wagon R 1.0 LXI Manual""","12","362000"
"1970",""" Manual""","""1st Owner""",""" Petrol""","26236","1037000","","778999",""" Gurgaon""",""" 2017 Honda City V MT PETROL Manual""","5","1244400"
"1971",""" Manual""","""1st Owner""",""" Petrol""","62113","","411000.0","358999",""" Gurgaon""",""" 2015 Maruti Wagon R 1.0 LXI Manual""","7","411000"
"1972",""" Manual""","""1st Owner""",""" Diesel""","21929","","1237000.0","1220099",""" Gurgaon""",""" 2019 Hyundai Creta 1.6 SX CRDI Manual""","3","1237000"
"1973",""" Automatic""","""1st Owner""",""" Petrol""","29226","740000","","706199",""" Gurgaon""",""" 2018 Honda Amaze 1.2 SAT I VTEC Automatic""","4","888000"
"1974",""" Automatic""","""1st Owner""",""" Petrol""","25238","","481000.0","392099",""" Gurgaon""",""" 2015 Maruti Celerio VXI AMT Automatic""","7","481000"
"1975",""" Manual""","""1st Owner""",""" Petrol""","38429","","481000.0","407599",""" Gurgaon""",""" 2016 Maruti Swift LXI OPT Manual""","6","481000"
"1976",""" Manual""","""1st Owner""",""" Diesel""","156356","995000","","408299",""" Gurgaon""",""" 2014 Ford Ecosport 1.5 TITANIUMTDCI OPT Manual""","8","1194000"
"1977",""" Manual""","""1st Owner""",""" Petrol""","39207","370000","","347099",""" Gurgaon""",""" 2018 Renault Kwid RXT Manual""","4","444000"
"1978",""" Manual""","""1st Owner""",""" Diesel""","25596","1511000","","1573999",""" Gurgaon""",""" 2020 Mahindra Scorpio S9 Manual""","2","1813200"
"1979",""" Automatic""","""1st Owner""",""" Diesel""","18191","","1038000.0","1065499",""" Gurgaon""",""" 2020 Maruti Vitara Brezza ZDI + AMT Automatic""","2","1038000"
"1980",""" Manual""","""1st Owner""",""" Diesel""","65694","1000000","","824999",""" Gurgaon""",""" 2018 Hyundai Creta 1.4 E PLUS CRDI Manual""","4","1200000"
"1981",""" Manual""","""1st Owner""",""" Petrol""","38202","","812000.0","482299",""" Gurgaon""",""" 2017 Hyundai Grand i10 Sportz(O) 1.2 MT Manual""","5","812000"
"1982",""" Manual""","""1st Owner""",""" Petrol""","23859","","951000.0","693299",""" Gurgaon""",""" 2018 Honda Amaze 1.2 VXMT I VTEC Manual""","4","951000"
"1983",""" Automatic""","""1st Owner""",""" Petrol""","3120","","1849000.0","1802499",""" Gurgaon""",""" 2021 Mahindra Thar LX  4WD AT CONVERTIBLE Automatic""","1","1849000"
"1984",""" Manual""","""1st Owner""",""" Petrol + CNG""","33636","","561000.0","511899",""" Gurgaon""",""" 2019 Maruti Celerio VXI Manual""","3","561000"
"1985",""" Manual""","""1st Owner""",""" Diesel""","113385","","758000.0","430199",""" Gurgaon""",""" 2013 Maruti Ertiga VDI ABS Manual""","9","758000"
"1986",""" Automatic""","""1st Owner""",""" Petrol""","21261","","514000.0","431399",""" Gurgaon""",""" 2016 Maruti Wagon R 1.0 VXI AMT Automatic""","6","514000"
"1987",""" Manual""","""2nd Owner""",""" Petrol""","89100","","671000.0","439499",""" Gurgaon""",""" 2014 Maruti Swift Dzire ZXI 1.2 BS IV Manual""","8","671000"
"1988",""" Manual""","""1st Owner""",""" Petrol""","41575","","311000.0","320799",""" Gurgaon""",""" 2018 Maruti Alto 800 LXI Manual""","4","311000"
"1989",""" Manual""","""1st Owner""",""" Petrol""","108001","","605000.0","379399",""" Gurgaon""",""" 2014 Maruti Swift VXI Manual""","8","605000"
"1990",""" Manual""","""2nd Owner""",""" Petrol""","99646","490000","","335899",""" Gurgaon""",""" 2013 Maruti Swift LXI Manual""","9","588000"
"1991",""" Manual""","""1st Owner""",""" Petrol""","17770","976000","","920799",""" Gurgaon""",""" 2018 Hyundai Verna 1.6 SX VTVT Manual""","4","1171200"
"1992",""" Manual""","""1st Owner""",""" Petrol""","57510","","681000.0","493299",""" Gurgaon""",""" 2016 Maruti Baleno DELTA 1.2 K12 Manual""","6","681000"
"1993",""" Manual""","""1st Owner""",""" Petrol + CNG""","79005","","561000.0","467399",""" Gurgaon""",""" 2019 Maruti Celerio VXI Manual""","3","561000"
"1994",""" Manual""","""1st Owner""",""" Diesel""","49653","1185000","","665399",""" Gurgaon""",""" 2016 Honda City VX MT DIESEL Manual""","6","1422000"
"1995",""" Manual""","""1st Owner""",""" Petrol""","78458","747000","","344399",""" Gurgaon""",""" 2012 Hyundai i20 ASTA 1.2 Manual""","10","896400"
"1996",""" Manual""","""1st Owner""",""" Diesel""","23043","1277000","","1183799",""" Gurgaon""",""" 2018 Mahindra Scorpio S7 120 BHP 2WD Manual""","4","1532400"
"1997",""" Manual""","""2nd Owner""",""" Diesel""","45022","1001000","","907899",""" Gurgaon""",""" 2017 Mahindra Scorpio S4+Intelli Hybrid 2WD Manual""","5","1201200"
"1998",""" Manual""","""1st Owner""",""" Petrol""","80447","","564000.0","420799",""" Gurgaon""",""" 2016 Hyundai Grand i10 MAGNA 1.2 VTVT Manual""","6","564000"
"1999",""" Manual""","""1st Owner""",""" Diesel""","27478","1520000","","1143899",""" Gurgaon""",""" 2017 Mahindra XUV500 W8 FWD Manual""","5","1824000"
"2000",""" Automatic""","""1st Owner""",""" Diesel""","197865","","3049000.0","1074199",""" Gurgaon""",""" 2013 Toyota Fortuner 3.0 AT 4X2 Automatic""","9","3049000"
"2001",""" Manual""","""1st Owner""",""" Petrol""","64101","","681000.0","516799",""" Gurgaon""",""" 2017 Maruti Baleno DELTA 1.2 K12 Manual""","5","681000"
"2002",""" Manual""","""1st Owner""",""" Diesel""","167105","","1691000.0","497299",""" Gurgaon""",""" 2014 Mahindra XUV500 W6 4X2 Manual""","8","1691000"
"2003",""" Manual""","""1st Owner""",""" Diesel""","115007","","490000.0","313999",""" Gurgaon""",""" 2013 Maruti Swift VDI Manual""","9","490000"
"2004",""" Manual""","""1st Owner""",""" Diesel""","41718","1277000","","1089299",""" Gurgaon""",""" 2018 Mahindra Scorpio S7 120 BHP 2WD Manual""","4","1532400"
"2005",""" Automatic""","""1st Owner""",""" Diesel""","49358","1262000","","1024699",""" Gurgaon""",""" 2017 Hyundai Verna 1.6 CRDI SX + AT Automatic""","5","1514400"
"2006",""" Manual""","""1st Owner""",""" Diesel""","167631","","490000.0","283099",""" Gurgaon""",""" 2013 Maruti Swift VDI Manual""","9","490000"
"2007",""" Manual""","""1st Owner""",""" Petrol""","45805","715000","","702299",""" Gurgaon""",""" 2019 Hyundai Elite i20 1.2 SPORTS PLUS VTVT Manual""","3","858000"
"2008",""" Manual""","""1st Owner""",""" Petrol""","52334","","755000.0","587799",""" Gurgaon""",""" 2016 Maruti Baleno ZETA 1.2 K12 Manual""","6","755000"
"2009",""" Manual""","""3rd Owner""",""" Diesel""","119443","","758000.0","430799",""" Gurgaon""",""" 2013 Maruti Ertiga VDI ABS Manual""","9","758000"
"2010",""" Manual""","""1st Owner""",""" Petrol + CNG""","38103","","525000.0","584459",""" Gurgaon""",""" 2020 Maruti New  Wagon-R LXI CNG 1.0 L Manual""","2","525000"
"2011",""" Automatic""","""1st Owner""",""" Diesel""","79766","2914000","","2596799",""" Gurgaon""",""" 2017 Toyota Fortuner 2.8 4x2 AT Automatic""","5","3496800"
"2012",""" Manual""","""1st Owner""",""" Petrol""","94113","353000","","222299",""" Gurgaon""",""" 2012 Hyundai Santro Xing GL PLUS Manual""","10","423600"
"2013",""" Manual""","""1st Owner""",""" Petrol""","17630","","1082000.0","1077199",""" Gurgaon""",""" 2019 Maruti XL6 ALPHA SHVS  MT Manual""","3","1082000"
"2014",""" Manual""","""1st Owner""",""" Petrol""","43335","","394000.0","338999",""" Gurgaon""",""" 2018 Maruti Alto K10 VXI Manual""","4","394000"
"2015",""" Manual""","""2nd Owner""",""" Petrol""","15345","706000","","540999",""" Gurgaon""",""" 2020 Renault TRIBER 1.0 RXT Manual""","2","847200"
"2016",""" Manual""","""1st Owner""",""" Diesel""","65801","","490000.0","299299",""" Gurgaon""",""" 2013 Maruti Swift LDI BS IV Manual""","9","490000"
"2017",""" Manual""","""1st Owner""",""" Petrol""","21463","","645000.0","694199",""" Gurgaon""",""" 2020 Maruti Baleno DELTA 1.2 K12 Manual""","2","645000"
"2018",""" Manual""","""1st Owner""",""" Petrol""","47808","","394000.0","350499",""" Gurgaon""",""" 2017 Maruti Alto K10 VXI Manual""","5","394000"
"2019",""" Manual""","""1st Owner""",""" Petrol""","2072","","516000.0","717699",""" Hyderabad""",""" 2021 Maruti Celerio ZXI Manual""","1","516000"
"2020",""" Manual""","""1st Owner""",""" Petrol""","38202","479000","","394999",""" Hyderabad""",""" 2015 Hyundai i10 SPORTZ 1.1 IRDE2 Manual""","7","574800"
"2021",""" Manual""","""1st Owner""",""" Petrol""","18456","899000","","494999",""" Hyderabad""",""" 2010 Honda City S MT PETROL Manual""","12","1078800"
"2022",""" Manual""","""2nd Owner""",""" Petrol""","53358","327000","","328399",""" Hyderabad""",""" 2016 Renault Kwid RXL Manual""","6","392400"
"2023",""" Manual""","""1st Owner""",""" Petrol""","7033","999000","","1066799",""" Hyderabad""",""" 2020 Renault Duster RXZ Manual""","2","1198800"
"2024",""" Manual""","""2nd Owner""",""" Petrol""","46439","","637000.0","585599",""" Hyderabad""",""" 2016 Maruti Swift ZXI Manual""","6","637000"
"2025",""" Manual""","""1st Owner""",""" Petrol""","55357","","491000.0","378699",""" Hyderabad""",""" 2013 Hyundai i10 MAGNA 1.2 KAPPA2 Manual""","9","491000"
"2026",""" Manual""","""1st Owner""",""" Petrol""","79986","","605000.0","592299",""" Hyderabad""",""" 2017 Maruti Swift VXI OPT Manual""","5","605000"
"2027",""" Manual""","""1st Owner""",""" Petrol""","31441","","605000.0","447299",""" Hyderabad""",""" 2014 Maruti Swift VXI Manual""","8","605000"
"2028",""" Automatic""","""1st Owner""",""" Petrol""","21719","945000","","1033999",""" Hyderabad""",""" 2021 Volkswagen Polo HIGHLINE PLUS 1.0 TSI AT Automatic""","1","1134000"
"2029",""" Manual""","""1st Owner""",""" Petrol""","28491","628000","","708199",""" Hyderabad""",""" 2019 Hyundai Elite i20 1.2 MAGNA PLUS VTVT Manual""","3","753600"
"2030",""" Automatic""","""2nd Owner""",""" Petrol""","95761","1255000","","622299",""" Hyderabad""",""" 2009 Toyota Corolla Altis VL AT Automatic""","13","1506000"
"2031",""" Manual""","""3rd Owner""",""" Petrol""","33556","","415000.0","292999",""" Hyderabad""",""" 2014 Maruti Alto K10 VXI Manual""","8","415000"
"2032",""" Manual""","""1st Owner""",""" Petrol""","9213","1159000","","1236699",""" Hyderabad""",""" 2020 KIA SELTOS HTK PLUS 1.5 PETROL Manual""","2","1390800"
"2033",""" Manual""","""2nd Owner""",""" Diesel""","60086","","490000.0","507099",""" Hyderabad""",""" 2014 Maruti Swift VDI Manual""","8","490000"
"2034",""" Manual""","""1st Owner""",""" Diesel""","30995","","1472000.0","1342399",""" Hyderabad""",""" 2021 Hyundai VENUE SX(O) CRDi Manual""","1","1472000"
"2035",""" Automatic""","""1st Owner""",""" Diesel""","77868","","1790000.0","1186599",""" Hyderabad""",""" 2017 Hyundai Creta 1.6 CRDI SX PLUS AUTO Automatic""","5","1790000"
"2036",""" Manual""","""1st Owner""",""" Diesel""","15339","1808000","","2195299",""" Hyderabad""",""" 2021 Mahindra XUV500 W11 Manual""","1","2169600"
"2037",""" Manual""","""1st Owner""",""" Petrol""","57222","548000","","482799",""" Hyderabad""",""" 2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual""","7","657600"
